latitude,longitude,shapeName,shapeID
19.75,79.75,Chandrapur,76128533B31342633028465
19.75,80.0,Gadchiroli,76128533B36958871695926
19.75,80.25,Gadchiroli,76128533B36958871695926
19.75,80.5,Gadchiroli,76128533B36958871695926
19.75,80.75,Narayanpur,76128533B89979485471283
19.75,81.0,Narayanpur,76128533B89979485471283
19.75,81.25,Narayanpur,76128533B89979485471283
19.75,81.5,Kondagaon,76128533B12144400448811
19.75,81.75,Kondagaon,76128533B12144400448811
19.75,82.0,Kondagaon,76128533B12144400448811
19.75,82.25,Nabarangapur,76128533B99037046327658
19.75,82.5,Nabarangapur,76128533B99037046327658
19.75,82.75,Kalahandi,76128533B70759200975708
19.75,83.0,Kalahandi,76128533B70759200975708
19.75,83.25,Kalahandi,76128533B70759200975708
19.75,83.5,Rayagada,76128533B50498617372937
19.75,83.75,Kandhamal,76128533B8798165946807
19.75,84.0,Kandhamal,76128533B8798165946807
19.75,84.25,Ganjam,76128533B633842538351
19.75,84.5,Ganjam,76128533B633842538351
19.75,84.75,Ganjam,76128533B633842538351
19.75,85.0,Ganjam,76128533B633842538351
19.75,85.25,Puri,76128533B80656256583567
19.75,85.5,Puri,76128533B80656256583567
20.0,72.75,Palghar,76128533B37148244536449
20.0,73.0,Palghar,76128533B37148244536449
20.0,73.25,Palghar,76128533B37148244536449
20.0,73.5,Nashik,76128533B50056157736049
20.0,73.75,Nashik,76128533B50056157736049
20.0,74.0,Nashik,76128533B50056157736049
20.0,74.25,Nashik,76128533B50056157736049
20.0,74.5,Nashik,76128533B50056157736049
20.0,74.75,Aurangabad,76128533B39329594544563
20.0,75.0,Aurangabad,76128533B39329594544563
20.0,75.25,Aurangabad,76128533B39329594544563
20.0,75.5,Aurangabad,76128533B39329594544563
20.0,75.75,Jalna,76128533B55603381222870
20.0,76.0,Buldana,76128533B70021405538438
20.0,76.25,Buldana,76128533B70021405538438
20.0,76.5,Buldana,76128533B70021405538438
20.0,76.75,Washim,76128533B59866172845044
20.0,77.0,Hingoli,76128533B86424887513424
20.0,77.25,Washim,76128533B59866172845044
20.0,77.5,Yavatmal,76128533B61814103412294
20.0,77.75,Yavatmal,76128533B61814103412294
20.0,78.0,Yavatmal,76128533B61814103412294
20.0,78.25,Yavatmal,76128533B61814103412294
20.0,78.5,Yavatmal,76128533B61814103412294
20.0,78.75,Yavatmal,76128533B61814103412294
20.0,79.0,Yavatmal,76128533B61814103412294
20.0,79.25,Chandrapur,76128533B31342633028465
20.0,79.5,Chandrapur,76128533B31342633028465
20.0,79.75,Chandrapur,76128533B31342633028465
20.0,80.0,Gadchiroli,76128533B36958871695926
20.0,80.25,Gadchiroli,76128533B36958871695926
20.0,80.5,Gadchiroli,76128533B36958871695926
20.0,80.75,Uttar Bastar Kanker,76128533B26755490628656
20.0,81.0,Uttar Bastar Kanker,76128533B26755490628656
20.0,81.25,Uttar Bastar Kanker,76128533B26755490628656
20.0,81.5,Kondagaon,76128533B12144400448811
20.0,81.75,Kondagaon,76128533B12144400448811
20.0,82.0,Nabarangapur,76128533B99037046327658
20.0,82.25,Gariaband,76128533B93063337202124
20.0,82.5,Gariaband,76128533B93063337202124
20.0,82.75,Kalahandi,76128533B70759200975708
20.0,83.0,Kalahandi,76128533B70759200975708
20.0,83.25,Kalahandi,76128533B70759200975708
20.0,83.5,Kalahandi,76128533B70759200975708
20.0,83.75,Kandhamal,76128533B8798165946807
20.0,84.0,Kandhamal,76128533B8798165946807
20.0,84.25,Kandhamal,76128533B8798165946807
20.0,84.5,Ganjam,76128533B633842538351
20.0,84.75,Ganjam,76128533B633842538351
20.0,85.0,Nayagarh,76128533B77719785699048
20.0,85.25,Nayagarh,76128533B77719785699048
20.0,85.5,Khordha,76128533B52802748445403
20.0,85.75,Puri,76128533B80656256583567
20.0,86.0,Puri,76128533B80656256583567
20.0,86.25,Puri,76128533B80656256583567
20.25,72.75,Valsad,76128533B60261306484775
20.25,73.0,Dadra & Nagar Haveli,76128533B43252171579976
20.25,73.25,Valsad,76128533B60261306484775
20.25,73.5,Nashik,76128533B50056157736049
20.25,73.75,Nashik,76128533B50056157736049
20.25,74.0,Nashik,76128533B50056157736049
20.25,74.25,Nashik,76128533B50056157736049
20.25,74.5,Nashik,76128533B50056157736049
20.25,74.75,Nashik,76128533B50056157736049
20.25,75.0,Aurangabad,76128533B39329594544563
20.25,75.25,Aurangabad,76128533B39329594544563
20.25,75.5,Aurangabad,76128533B39329594544563
20.25,75.75,Jalna,76128533B55603381222870
20.25,76.0,Jalna,76128533B55603381222870
20.25,76.25,Buldana,76128533B70021405538438
20.25,76.5,Buldana,76128533B70021405538438
20.25,76.75,Buldana,76128533B70021405538438
20.25,77.0,Washim,76128533B59866172845044
20.25,77.25,Washim,76128533B59866172845044
20.25,77.5,Washim,76128533B59866172845044
20.25,77.75,Yavatmal,76128533B61814103412294
20.25,78.0,Yavatmal,76128533B61814103412294
20.25,78.25,Yavatmal,76128533B61814103412294
20.25,78.5,Yavatmal,76128533B61814103412294
20.25,78.75,Yavatmal,76128533B61814103412294
20.25,79.0,Chandrapur,76128533B31342633028465
20.25,79.25,Chandrapur,76128533B31342633028465
20.25,79.5,Chandrapur,76128533B31342633028465
20.25,79.75,Chandrapur,76128533B31342633028465
20.25,80.0,Gadchiroli,76128533B36958871695926
20.25,80.25,Gadchiroli,76128533B36958871695926
20.25,80.5,Rajnandgaon,76128533B25020556592153
20.25,80.75,Uttar Bastar Kanker,76128533B26755490628656
20.25,81.0,Uttar Bastar Kanker,76128533B26755490628656
20.25,81.25,Uttar Bastar Kanker,76128533B26755490628656
20.25,81.5,Uttar Bastar Kanker,76128533B26755490628656
20.25,81.75,Uttar Bastar Kanker,76128533B26755490628656
20.25,82.0,Dhamtari,76128533B71714250401862
20.25,82.25,Gariaband,76128533B93063337202124
20.25,82.5,Nuapada,76128533B33451850475260
20.25,82.75,Nuapada,76128533B33451850475260
20.25,83.0,Balangir,76128533B44395557448920
20.25,83.25,Kalahandi,76128533B70759200975708
20.25,83.5,Kalahandi,76128533B70759200975708
20.25,83.75,Kandhamal,76128533B8798165946807
20.25,84.0,Kandhamal,76128533B8798165946807
20.25,84.25,Kandhamal,76128533B8798165946807
20.25,84.5,Kandhamal,76128533B8798165946807
20.25,84.75,Nayagarh,76128533B77719785699048
20.25,85.0,Nayagarh,76128533B77719785699048
20.25,85.25,Nayagarh,76128533B77719785699048
20.25,85.5,Khordha,76128533B52802748445403
20.25,85.75,Khordha,76128533B52802748445403
20.25,86.0,Cuttack,76128533B70842759816811
20.25,86.25,Jagatsinghapur,76128533B32949331695897
20.25,86.5,Jagatsinghapur,76128533B32949331695897
20.5,73.0,Valsad,76128533B60261306484775
20.5,73.25,Valsad,76128533B60261306484775
20.5,73.5,Nashik,76128533B50056157736049
20.5,73.75,Nashik,76128533B50056157736049
20.5,74.0,Nashik,76128533B50056157736049
20.5,74.25,Nashik,76128533B50056157736049
20.5,74.5,Nashik,76128533B50056157736049
20.5,74.75,Nashik,76128533B50056157736049
20.5,75.0,Jalgaon,76128533B40156838070
20.5,75.25,Aurangabad,76128533B39329594544563
20.5,75.5,Aurangabad,76128533B39329594544563
20.5,75.75,Aurangabad,76128533B39329594544563
20.5,76.0,Buldana,76128533B70021405538438
20.5,76.25,Buldana,76128533B70021405538438
20.5,76.5,Buldana,76128533B70021405538438
20.5,76.75,Buldana,76128533B70021405538438
20.5,77.0,Akola,76128533B12380735325851
20.5,77.25,Akola,76128533B12380735325851
20.5,77.5,Washim,76128533B59866172845044
20.5,77.75,Yavatmal,76128533B61814103412294
20.5,78.0,Yavatmal,76128533B61814103412294
20.5,78.25,Yavatmal,76128533B61814103412294
20.5,78.5,Yavatmal,76128533B61814103412294
20.5,78.75,Wardha,76128533B37486272752374
20.5,79.0,Wardha,76128533B37486272752374
20.5,79.25,Chandrapur,76128533B31342633028465
20.5,79.5,Chandrapur,76128533B31342633028465
20.5,79.75,Chandrapur,76128533B31342633028465
20.5,80.0,Gadchiroli,76128533B36958871695926
20.5,80.25,Gadchiroli,76128533B36958871695926
20.5,80.5,Gadchiroli,76128533B36958871695926
20.5,80.75,Rajnandgaon,76128533B25020556592153
20.5,81.0,Balod,76128533B90169585758701
20.5,81.25,Balod,76128533B90169585758701
20.5,81.5,Uttar Bastar Kanker,76128533B26755490628656
20.5,81.75,Dhamtari,76128533B71714250401862
20.5,82.0,Dhamtari,76128533B71714250401862
20.5,82.25,Gariaband,76128533B93063337202124
20.5,82.5,Nuapada,76128533B33451850475260
20.5,82.75,Balangir,76128533B44395557448920
20.5,83.0,Balangir,76128533B44395557448920
20.5,83.25,Balangir,76128533B44395557448920
20.5,83.5,Balangir,76128533B44395557448920
20.5,83.75,Baudh,76128533B84772375641700
20.5,84.0,Kandhamal,76128533B8798165946807
20.5,84.25,Kandhamal,76128533B8798165946807
20.5,84.5,Baudh,76128533B84772375641700
20.5,84.75,Nayagarh,76128533B77719785699048
20.5,85.0,Cuttack,76128533B70842759816811
20.5,85.25,Cuttack,76128533B70842759816811
20.5,85.5,Cuttack,76128533B70842759816811
20.5,85.75,Cuttack,76128533B70842759816811
20.5,86.0,Cuttack,76128533B70842759816811
20.5,86.25,Cuttack,76128533B70842759816811
20.5,86.5,Kendrapara,76128533B98951704707517
20.5,86.75,Kendrapara,76128533B98951704707517
20.75,70.75,Gir Somnath,76128533B45037556977273
20.75,71.0,Gir Somnath,76128533B45037556977273
20.75,73.0,Navsari,76128533B6397758882978
20.75,73.25,Navsari,76128533B6397758882978
20.75,73.5,The Dangs,76128533B16271917438029
20.75,73.75,The Dangs,76128533B16271917438029
20.75,74.0,Nashik,76128533B50056157736049
20.75,74.25,Nashik,76128533B50056157736049
20.75,74.5,Nashik,76128533B50056157736049
20.75,74.75,Dhule,76128533B25344721013980
20.75,75.0,Jalgaon,76128533B40156838070
20.75,75.25,Jalgaon,76128533B40156838070
20.75,75.5,Jalgaon,76128533B40156838070
20.75,75.75,Jalgaon,76128533B40156838070
20.75,76.0,Buldana,76128533B70021405538438
20.75,76.25,Buldana,76128533B70021405538438
20.75,76.5,Buldana,76128533B70021405538438
20.75,76.75,Buldana,76128533B70021405538438
20.75,77.0,Akola,76128533B12380735325851
20.75,77.25,Akola,76128533B12380735325851
20.75,77.5,Akola,76128533B12380735325851
20.75,77.75,Amravati,76128533B63815467309300
20.75,78.0,Amravati,76128533B63815467309300
20.75,78.25,Amravati,76128533B63815467309300
20.75,78.5,Wardha,76128533B37486272752374
20.75,78.75,Wardha,76128533B37486272752374
20.75,79.0,Nagpur,76128533B3026318797185
20.75,79.25,Nagpur,76128533B3026318797185
20.75,79.5,Nagpur,76128533B3026318797185
20.75,79.75,Bhandara,76128533B14243635342908
20.75,80.0,Gondiya,76128533B76286653784168
20.75,80.25,Gondiya,76128533B76286653784168
20.75,80.5,Gadchiroli,76128533B36958871695926
20.75,80.75,Rajnandgaon,76128533B25020556592153
20.75,81.0,Balod,76128533B90169585758701
20.75,81.25,Balod,76128533B90169585758701
20.75,81.5,Dhamtari,76128533B71714250401862
20.75,81.75,Dhamtari,76128533B71714250401862
20.75,82.0,Gariaband,76128533B93063337202124
20.75,82.25,Gariaband,76128533B93063337202124
20.75,82.5,Nuapada,76128533B33451850475260
20.75,82.75,Balangir,76128533B44395557448920
20.75,83.0,Balangir,76128533B44395557448920
20.75,83.25,Balangir,76128533B44395557448920
20.75,83.5,Balangir,76128533B44395557448920
20.75,83.75,Subarnapur,76128533B6884509901047
20.75,84.0,Baudh,76128533B84772375641700
20.75,84.25,Baudh,76128533B84772375641700
20.75,84.5,Anugul,76128533B60186573304899
20.75,84.75,Anugul,76128533B60186573304899
20.75,85.0,Anugul,76128533B60186573304899
20.75,85.25,Anugul,76128533B60186573304899
20.75,85.5,Dhenkanal,76128533B32509926596077
20.75,85.75,Dhenkanal,76128533B32509926596077
20.75,86.0,Dhenkanal,76128533B32509926596077
20.75,86.25,Jajapur,76128533B91818883767147
20.75,86.5,Jajapur,76128533B91818883767147
20.75,86.75,Kendrapara,76128533B98951704707517
21.0,70.25,Gir Somnath,76128533B45037556977273
21.0,70.5,Gir Somnath,76128533B45037556977273
21.0,70.75,Gir Somnath,76128533B45037556977273
21.0,71.0,Gir Somnath,76128533B45037556977273
21.0,71.25,Amreli,76128533B43737470294384
21.0,71.5,Amreli,76128533B43737470294384
21.0,72.75,Navsari,76128533B6397758882978
21.0,73.0,Navsari,76128533B6397758882978
21.0,73.25,Tapi,76128533B12519626815499
21.0,73.5,Tapi,76128533B12519626815499
21.0,73.75,The Dangs,76128533B16271917438029
21.0,74.0,Dhule,76128533B25344721013980
21.0,74.25,Dhule,76128533B25344721013980
21.0,74.5,Dhule,76128533B25344721013980
21.0,74.75,Dhule,76128533B25344721013980
21.0,75.0,Jalgaon,76128533B40156838070
21.0,75.25,Jalgaon,76128533B40156838070
21.0,75.5,Jalgaon,76128533B40156838070
21.0,75.75,Jalgaon,76128533B40156838070
21.0,76.0,Jalgaon,76128533B40156838070
21.0,76.25,Jalgaon,76128533B40156838070
21.0,76.5,Buldana,76128533B70021405538438
21.0,76.75,Buldana,76128533B70021405538438
21.0,77.0,Akola,76128533B12380735325851
21.0,77.25,Amravati,76128533B63815467309300
21.0,77.5,Amravati,76128533B63815467309300
21.0,77.75,Amravati,76128533B63815467309300
21.0,78.0,Amravati,76128533B63815467309300
21.0,78.25,Wardha,76128533B37486272752374
21.0,78.5,Wardha,76128533B37486272752374
21.0,78.75,Nagpur,76128533B3026318797185
21.0,79.0,Nagpur,76128533B3026318797185
21.0,79.25,Nagpur,76128533B3026318797185
21.0,79.5,Nagpur,76128533B3026318797185
21.0,79.75,Bhandara,76128533B14243635342908
21.0,80.0,Bhandara,76128533B14243635342908
21.0,80.25,Gondiya,76128533B76286653784168
21.0,80.5,Rajnandgaon,76128533B25020556592153
21.0,80.75,Rajnandgaon,76128533B25020556592153
21.0,81.0,Balod,76128533B90169585758701
21.0,81.25,Balod,76128533B90169585758701
21.0,81.5,Durg,76128533B15993411864574
21.0,81.75,Dhamtari,76128533B71714250401862
21.0,82.0,Gariaband,76128533B93063337202124
21.0,82.25,Mahasamund,76128533B9759621355294
21.0,82.5,Mahasamund,76128533B9759621355294
21.0,82.75,Bargarh,76128533B74482494441458
21.0,83.0,Bargarh,76128533B74482494441458
21.0,83.25,Bargarh,76128533B74482494441458
21.0,83.5,Subarnapur,76128533B6884509901047
21.0,83.75,Subarnapur,76128533B6884509901047
21.0,84.0,Subarnapur,76128533B6884509901047
21.0,84.25,Sambalpur,76128533B84129562351919
21.0,84.5,Anugul,76128533B60186573304899
21.0,84.75,Anugul,76128533B60186573304899
21.0,85.0,Anugul,76128533B60186573304899
21.0,85.25,Anugul,76128533B60186573304899
21.0,85.5,Dhenkanal,76128533B32509926596077
21.0,85.75,Jajapur,76128533B91818883767147
21.0,86.0,Jajapur,76128533B91818883767147
21.0,86.25,Jajapur,76128533B91818883767147
21.0,86.5,Bhadrak,76128533B58797478961083
21.0,86.75,Bhadrak,76128533B58797478961083
21.25,70.0,Porbandar,76128533B84417945851362
21.25,70.25,Junagadh,76128533B40923846274136
21.25,70.5,Junagadh,76128533B40923846274136
21.25,70.75,Junagadh,76128533B40923846274136
21.25,71.0,Amreli,76128533B43737470294384
21.25,71.25,Amreli,76128533B43737470294384
21.25,71.5,Amreli,76128533B43737470294384
21.25,71.75,Bhavnagar,76128533B93450974047240
21.25,72.0,Bhavnagar,76128533B93450974047240
21.25,72.75,Surat,76128533B97372652494648
21.25,73.0,Surat,76128533B97372652494648
21.25,73.25,Surat,76128533B97372652494648
21.25,73.5,Tapi,76128533B12519626815499
21.25,73.75,Tapi,76128533B12519626815499
21.25,74.0,Nandurbar,76128533B61304308285665
21.25,74.25,Nandurbar,76128533B61304308285665
21.25,74.5,Dhule,76128533B25344721013980
21.25,74.75,Dhule,76128533B25344721013980
21.25,75.0,Dhule,76128533B25344721013980
21.25,75.25,Jalgaon,76128533B40156838070
21.25,75.5,Jalgaon,76128533B40156838070
21.25,75.75,Jalgaon,76128533B40156838070
21.25,76.0,Jalgaon,76128533B40156838070
21.25,76.25,Burhanpur,76128533B37096001761063
21.25,76.5,Burhanpur,76128533B37096001761063
21.25,76.75,Amravati,76128533B63815467309300
21.25,77.0,Amravati,76128533B63815467309300
21.25,77.25,Amravati,76128533B63815467309300
21.25,77.5,Amravati,76128533B63815467309300
21.25,77.75,Amravati,76128533B63815467309300
21.25,78.0,Amravati,76128533B63815467309300
21.25,78.25,Wardha,76128533B37486272752374
21.25,78.5,Nagpur,76128533B3026318797185
21.25,78.75,Nagpur,76128533B3026318797185
21.25,79.0,Nagpur,76128533B3026318797185
21.25,79.25,Nagpur,76128533B3026318797185
21.25,79.5,Nagpur,76128533B3026318797185
21.25,79.75,Bhandara,76128533B14243635342908
21.25,80.0,Gondiya,76128533B76286653784168
21.25,80.25,Gondiya,76128533B76286653784168
21.25,80.5,Gondiya,76128533B76286653784168
21.25,80.75,Rajnandgaon,76128533B25020556592153
21.25,81.0,Rajnandgaon,76128533B25020556592153
21.25,81.25,Durg,76128533B15993411864574
21.25,81.5,Durg,76128533B15993411864574
21.25,81.75,Raipur,76128533B57691508962219
21.25,82.0,Raipur,76128533B57691508962219
21.25,82.25,Mahasamund,76128533B9759621355294
21.25,82.5,Mahasamund,76128533B9759621355294
21.25,82.75,Mahasamund,76128533B9759621355294
21.25,83.0,Mahasamund,76128533B9759621355294
21.25,83.25,Bargarh,76128533B74482494441458
21.25,83.5,Bargarh,76128533B74482494441458
21.25,83.75,Bargarh,76128533B74482494441458
21.25,84.0,Sambalpur,76128533B84129562351919
21.25,84.25,Sambalpur,76128533B84129562351919
21.25,84.5,Sambalpur,76128533B84129562351919
21.25,84.75,Sambalpur,76128533B84129562351919
21.25,85.0,Anugul,76128533B60186573304899
21.25,85.25,Anugul,76128533B60186573304899
21.25,85.5,Kendujhar,76128533B59504628511334
21.25,85.75,Kendujhar,76128533B59504628511334
21.25,86.0,Kendujhar,76128533B59504628511334
21.25,86.25,Kendujhar,76128533B59504628511334
21.25,86.5,Baleshwar,76128533B81147724102706
21.25,86.75,Baleshwar,76128533B81147724102706
21.5,69.75,Porbandar,76128533B84417945851362
21.5,70.0,Junagadh,76128533B40923846274136
21.5,70.25,Junagadh,76128533B40923846274136
21.5,70.5,Junagadh,76128533B40923846274136
21.5,70.75,Junagadh,76128533B40923846274136
21.5,71.0,Amreli,76128533B43737470294384
21.5,71.25,Amreli,76128533B43737470294384
21.5,71.5,Bhavnagar,76128533B93450974047240
21.5,71.75,Bhavnagar,76128533B93450974047240
21.5,72.0,Bhavnagar,76128533B93450974047240
21.5,72.25,Bhavnagar,76128533B93450974047240
21.5,72.75,Bharuch,76128533B63599385776584
21.5,73.0,Surat,76128533B97372652494648
21.5,73.25,Bharuch,76128533B63599385776584
21.5,73.5,Narmada,76128533B46866455993508
21.5,73.75,Narmada,76128533B46866455993508
21.5,74.0,Tapi,76128533B12519626815499
21.5,74.25,Tapi,76128533B12519626815499
21.5,74.5,Nandurbar,76128533B61304308285665
21.5,74.75,Nandurbar,76128533B61304308285665
21.5,75.0,Dhule,76128533B25344721013980
21.5,75.25,Barwani,76128533B668165975951
21.5,75.5,Khargone (West Nimar),76128533B69481535535995
21.5,75.75,Khargone (West Nimar),76128533B69481535535995
21.5,76.0,Burhanpur,76128533B37096001761063
21.5,76.25,Burhanpur,76128533B37096001761063
21.5,76.5,Burhanpur,76128533B37096001761063
21.5,76.75,Burhanpur,76128533B37096001761063
21.5,77.0,Amravati,76128533B63815467309300
21.5,77.25,Amravati,76128533B63815467309300
21.5,77.5,Betul,76128533B82559220423608
21.5,77.75,Betul,76128533B82559220423608
21.5,78.0,Betul,76128533B82559220423608
21.5,78.25,Amravati,76128533B63815467309300
21.5,78.5,Nagpur,76128533B3026318797185
21.5,78.75,Chhindwara,76128533B70646408240587
21.5,79.0,Nagpur,76128533B3026318797185
21.5,79.25,Nagpur,76128533B3026318797185
21.5,79.5,Bhandara,76128533B14243635342908
21.5,79.75,Bhandara,76128533B14243635342908
21.5,80.0,Gondiya,76128533B76286653784168
21.5,80.25,Gondiya,76128533B76286653784168
21.5,80.5,Balaghat,76128533B66134271591289
21.5,80.75,Rajnandgaon,76128533B25020556592153
21.5,81.0,Rajnandgaon,76128533B25020556592153
21.5,81.25,Durg,76128533B15993411864574
21.5,81.5,Bemetra,76128533B73736605657091
21.5,81.75,Raipur,76128533B57691508962219
21.5,82.0,Baloda Bazar,76128533B54306414631532
21.5,82.25,Baloda Bazar,76128533B54306414631532
21.5,82.5,Baloda Bazar,76128533B54306414631532
21.5,82.75,Mahasamund,76128533B9759621355294
21.5,83.0,Raigarh,76128533B67018657649043
21.5,83.25,Raigarh,76128533B67018657649043
21.5,83.5,Bargarh,76128533B74482494441458
21.5,83.75,Bargarh,76128533B74482494441458
21.5,84.0,Sambalpur,76128533B84129562351919
21.5,84.25,Sambalpur,76128533B84129562351919
21.5,84.5,Debagarh,76128533B64749652826710
21.5,84.75,Debagarh,76128533B64749652826710
21.5,85.0,Debagarh,76128533B64749652826710
21.5,85.25,Anugul,76128533B60186573304899
21.5,85.5,Kendujhar,76128533B59504628511334
21.5,85.75,Kendujhar,76128533B59504628511334
21.5,86.0,Kendujhar,76128533B59504628511334
21.5,86.25,Mayurbhanj,76128533B34216851275023
21.5,86.5,Mayurbhanj,76128533B34216851275023
21.5,86.75,Baleshwar,76128533B81147724102706
21.5,87.0,Baleshwar,76128533B81147724102706
21.75,69.5,Porbandar,76128533B84417945851362
21.75,69.75,Porbandar,76128533B84417945851362
21.75,70.0,Porbandar,76128533B84417945851362
21.75,70.25,Rajkot,76128533B74992405432705
21.75,70.5,Rajkot,76128533B74992405432705
21.75,70.75,Rajkot,76128533B74992405432705
21.75,71.0,Rajkot,76128533B74992405432705
21.75,71.25,Amreli,76128533B43737470294384
21.75,71.5,Amreli,76128533B43737470294384
21.75,71.75,Bhavnagar,76128533B93450974047240
21.75,72.0,Bhavnagar,76128533B93450974047240
21.75,72.25,Bhavnagar,76128533B93450974047240
21.75,72.75,Bharuch,76128533B63599385776584
21.75,73.0,Bharuch,76128533B63599385776584
21.75,73.25,Bharuch,76128533B63599385776584
21.75,73.5,Narmada,76128533B46866455993508
21.75,73.75,Narmada,76128533B46866455993508
21.75,74.0,Nandurbar,76128533B61304308285665
21.75,74.25,Nandurbar,76128533B61304308285665
21.75,74.5,Nandurbar,76128533B61304308285665
21.75,74.75,Barwani,76128533B668165975951
21.75,75.0,Barwani,76128533B668165975951
21.75,75.25,Barwani,76128533B668165975951
21.75,75.5,Khargone (West Nimar),76128533B69481535535995
21.75,75.75,Khargone (West Nimar),76128533B69481535535995
21.75,76.0,Khargone (West Nimar),76128533B69481535535995
21.75,76.25,Khandwa (East Nimar),76128533B71271011331008
21.75,76.5,Khandwa (East Nimar),76128533B71271011331008
21.75,76.75,Khandwa (East Nimar),76128533B71271011331008
21.75,77.0,Khandwa (East Nimar),76128533B71271011331008
21.75,77.25,Betul,76128533B82559220423608
21.75,77.5,Betul,76128533B82559220423608
21.75,77.75,Betul,76128533B82559220423608
21.75,78.0,Betul,76128533B82559220423608
21.75,78.25,Betul,76128533B82559220423608
21.75,78.5,Chhindwara,76128533B70646408240587
21.75,78.75,Chhindwara,76128533B70646408240587
21.75,79.0,Chhindwara,76128533B70646408240587
21.75,79.25,Seoni,76128533B78482805703540
21.75,79.5,Seoni,76128533B78482805703540
21.75,79.75,Balaghat,76128533B66134271591289
21.75,80.0,Balaghat,76128533B66134271591289
21.75,80.25,Balaghat,76128533B66134271591289
21.75,80.5,Balaghat,76128533B66134271591289
21.75,80.75,Rajnandgaon,76128533B25020556592153
21.75,81.0,Kabeerdham,76128533B48077510234542
21.75,81.25,Kabeerdham,76128533B48077510234542
21.75,81.5,Bemetra,76128533B73736605657091
21.75,81.75,Baloda Bazar,76128533B54306414631532
21.75,82.0,Baloda Bazar,76128533B54306414631532
21.75,82.25,Bilaspur,76128533B81964529079574
21.75,82.5,Janjgir-Champa,76128533B6310527412636
21.75,82.75,Janjgir-Champa,76128533B6310527412636
21.75,83.0,Janjgir-Champa,76128533B6310527412636
21.75,83.25,Janjgir-Champa,76128533B6310527412636
21.75,83.5,Jharsuguda,76128533B93240759409313
21.75,83.75,Jharsuguda,76128533B93240759409313
21.75,84.0,Sambalpur,76128533B84129562351919
21.75,84.25,Sambalpur,76128533B84129562351919
21.75,84.5,Sambalpur,76128533B84129562351919
21.75,84.75,Sundargarh,76128533B6128685860104
21.75,85.0,Sundargarh,76128533B6128685860104
21.75,85.25,Kendujhar,76128533B59504628511334
21.75,85.5,Kendujhar,76128533B59504628511334
21.75,85.75,Kendujhar,76128533B59504628511334
21.75,86.0,Mayurbhanj,76128533B34216851275023
21.75,86.25,Mayurbhanj,76128533B34216851275023
21.75,86.5,Mayurbhanj,76128533B34216851275023
21.75,86.75,Mayurbhanj,76128533B34216851275023
21.75,87.0,Mayurbhanj,76128533B34216851275023
21.75,87.25,Baleshwar,76128533B81147724102706
21.75,87.5,Purba Medinipur,76128533B25373378863054
21.75,87.75,Purba Medinipur,76128533B25373378863054
21.75,88.25,South Twenty Four Parganas,76128533B2860535426345
21.75,88.5,South Twenty Four Parganas,76128533B2860535426345
21.75,88.75,South Twenty Four Parganas,76128533B2860535426345
21.75,89.0,South Twenty Four Parganas,76128533B2860535426345
22.0,69.25,Devbhumi Dwarka,76128533B74381554567803
22.0,69.5,Devbhumi Dwarka,76128533B74381554567803
22.0,69.75,Devbhumi Dwarka,76128533B74381554567803
22.0,70.0,Jamnagar,76128533B35205406647638
22.0,70.25,Jamnagar,76128533B35205406647638
22.0,70.5,Rajkot,76128533B74992405432705
22.0,70.75,Rajkot,76128533B74992405432705
22.0,71.0,Rajkot,76128533B74992405432705
22.0,71.25,Amreli,76128533B43737470294384
22.0,71.5,Batod,76128533B48885555323596
22.0,71.75,Bhavnagar,76128533B93450974047240
22.0,72.0,Bhavnagar,76128533B93450974047240
22.0,72.75,Bharuch,76128533B63599385776584
22.0,73.0,Bharuch,76128533B63599385776584
22.0,73.25,Vadodara,76128533B33151011563565
22.0,73.5,Vadodara,76128533B33151011563565
22.0,73.75,Chhota Udaipur,76128533B69417260894674
22.0,74.0,Chhota Udaipur,76128533B69417260894674
22.0,74.25,Alirajpur,76128533B35167844027544
22.0,74.5,Barwani,76128533B668165975951
22.0,74.75,Barwani,76128533B668165975951
22.0,75.0,Barwani,76128533B668165975951
22.0,75.25,Barwani,76128533B668165975951
22.0,75.5,Khargone (West Nimar),76128533B69481535535995
22.0,75.75,Khargone (West Nimar),76128533B69481535535995
22.0,76.0,Khargone (West Nimar),76128533B69481535535995
22.0,76.25,Khandwa (East Nimar),76128533B71271011331008
22.0,76.5,Khandwa (East Nimar),76128533B71271011331008
22.0,76.75,Khandwa (East Nimar),76128533B71271011331008
22.0,77.0,Harda,76128533B21179322085415
22.0,77.25,Harda,76128533B21179322085415
22.0,77.5,Betul,76128533B82559220423608
22.0,77.75,Betul,76128533B82559220423608
22.0,78.0,Betul,76128533B82559220423608
22.0,78.25,Betul,76128533B82559220423608
22.0,78.5,Chhindwara,76128533B70646408240587
22.0,78.75,Chhindwara,76128533B70646408240587
22.0,79.0,Chhindwara,76128533B70646408240587
22.0,79.25,Chhindwara,76128533B70646408240587
22.0,79.5,Seoni,76128533B78482805703540
22.0,79.75,Seoni,76128533B78482805703540
22.0,80.0,Balaghat,76128533B66134271591289
22.0,80.25,Balaghat,76128533B66134271591289
22.0,80.5,Balaghat,76128533B66134271591289
22.0,80.75,Balaghat,76128533B66134271591289
22.0,81.0,Kabeerdham,76128533B48077510234542
22.0,81.25,Kabeerdham,76128533B48077510234542
